GROWER,FARM_NAME,FIELD_ID,SAMP_DATE,SAMP_ID,X,Y,PH,BPH,OM,P_M3,P_BRAY,P_OLSEN,K,ZN,S,CEC,CA,MG,NA,H_SAT,K_SAT,MG_SAT,CA_SAT,NA_SAT,FE,CU,B,MN,NO3_N
ISU RESEARCH FARMS,AEA,D FIELDS-375047,09-05-2024,7,-93.770134999999996,42.018920000000001,6.700000000000000,7.100000000000000,3.900000000000000,46.000000000000000,0,0,96.000000000000000,0,7.000000000000000,16.699999999999999,2856.000000000000000,269.000000000000000,0,0.000000000000000,1.500000000000000,13.199999999999999,85.400000000000006,0,0,0,0,0,0
ISU RESEARCH FARMS,AEA,D FIELDS-375047,09-05-2024,8,-93.770134999999996,42.019744000000003,6.500000000000000,7.000000000000000,3.900000000000000,68.000000000000000,0,0,137.000000000000000,0,5.000000000000000,16.500000000000000,2757.000000000000000,286.000000000000000,0,0.000000000000000,2.100000000000000,14.199999999999999,83.599999999999994,0,0,0,0,0,0
ISU RESEARCH FARMS,AEA,D FIELDS-375047,09-05-2024,9,-93.770150999999998,42.020657999999997,6.700000000000000,7.000000000000000,3.300000000000000,28.000000000000000,0,0,129.000000000000000,0,3.000000000000000,16.000000000000000,2657.000000000000000,290.000000000000000,0,0.000000000000000,2.100000000000000,14.900000000000000,83.099999999999994,0,0,0,0,0,0
ISU RESEARCH FARMS,AEA,D FIELDS-375047,09-05-2024,10,-93.771342000000004,42.020411000000003,7.000000000000000,7.200000000000000,4.000000000000000,28.000000000000000,0,0,106.000000000000000,0,3.000000000000000,18.800000000000001,3144.000000000000000,342.000000000000000,0,0.000000000000000,1.400000000000000,14.900000000000000,83.599999999999994,0,0,0,0,0,0
ISU RESEARCH FARMS,AEA,D FIELDS-375047,09-05-2024,11,-93.771362999999994,42.019744000000003,6.500000000000000,6.900000000000000,3.900000000000000,33.000000000000000,0,0,117.000000000000000,0,3.000000000000000,17.399999999999999,2675.000000000000000,329.000000000000000,0,5.800000000000000,1.700000000000000,15.500000000000000,77.000000000000000,0,0,0,0,0,0
ISU RESEARCH FARMS,AEA,D FIELDS-375047,09-05-2024,12,-93.771362999999994,42.018920000000001,6.400000000000000,6.800000000000000,3.900000000000000,51.000000000000000,0,0,127.000000000000000,0,3.000000000000000,19.699999999999999,2900.000000000000000,346.000000000000000,0,10.199999999999999,1.700000000000000,14.400000000000000,73.700000000000003,0,0,0,0,0,0
ISU RESEARCH FARMS,AEA,F FIELDS (F1-F5)-390790,11-22-2024,1,-93.781259000000006,42.020530999999998,6.400000000000000,6.800000000000000,3.100000000000000,27.000000000000000, , ,143.000000000000000, ,2.000000000000000,18.000000000000000,2500.000000000000000,386.000000000000000, ,11.100000000000000,2.000000000000000,17.500000000000000,69.299999999999997, , , , , , 
ISU RESEARCH FARMS,AEA,F FIELDS (F1-F5)-390790,11-22-2024,2,-93.781279999999995,42.021436000000001,5.900000000000000,6.600000000000000,3.200000000000000,16.000000000000000, , ,123.000000000000000, ,2.000000000000000,18.800000000000001,2344.000000000000000,341.000000000000000, ,21.199999999999999,1.700000000000000,14.800000000000001,62.200000000000003, , , , , , 
ISU RESEARCH FARMS,AEA,F FIELDS (F1-F5)-390790,11-22-2024,3,-93.782516999999999,42.022326000000000,6.000000000000000,6.500000000000000,11.400000000000000,52.000000000000000, , ,172.000000000000000, ,2.000000000000000,28.600000000000001,3884.000000000000000,461.000000000000000, ,17.500000000000000,1.500000000000000,13.199999999999999,67.799999999999997, , , , , , 
ISU RESEARCH FARMS,AEA,F FIELDS (F1-F5)-390790,11-22-2024,4,-93.781300999999999,42.022340999999997,6.400000000000000,6.900000000000000,2.500000000000000,24.000000000000000, , ,141.000000000000000, ,2.000000000000000,14.699999999999999,2180.000000000000000,299.000000000000000, ,6.800000000000000,2.500000000000000,16.699999999999999,74.099999999999994, , , , , , 
ISU RESEARCH FARMS,AEA,F FIELDS (F1-F5)-390790,11-22-2024,5,-93.780085000000000,42.022357000000000,6.900000000000000,7.100000000000000,2.300000000000000,27.000000000000000, , ,158.000000000000000, ,2.000000000000000,15.100000000000000,2519.000000000000000,254.000000000000000, ,0.000000000000000,2.700000000000000,13.800000000000001,83.500000000000000, , , , , , 
ISU RESEARCH FARMS,AEA,F FIELDS (F1-F5)-390790,11-22-2024,6,-93.780063999999996,42.021451999999996,6.300000000000000,6.700000000000000,3.100000000000000,32.000000000000000, , ,164.000000000000000, ,2.000000000000000,19.800000000000001,2741.000000000000000,322.000000000000000, ,15.199999999999999,2.100000000000000,13.400000000000000,69.299999999999997, , , , , , 
ISU RESEARCH FARMS,AEA,F FIELDS (F1-F5)-390790,11-22-2024,7,-93.780043000000006,42.020547000000001,6.100000000000000,6.600000000000000,4.000000000000000,27.000000000000000, , ,112.000000000000000, ,2.000000000000000,21.600000000000001,2823.000000000000000,391.000000000000000, ,18.500000000000000,1.300000000000000,14.800000000000001,65.299999999999997, , , , , , 
ISU RESEARCH FARMS,AEA,F FIELDS (F1-F5)-390790,11-22-2024,8,-93.778079000000005,42.020771000000003,7.300000000000000,7.300000000000000,3.700000000000000,61.000000000000000, , ,252.000000000000000, ,2.000000000000000,31.699999999999999,5524.000000000000000,419.000000000000000, ,0.000000000000000,2.000000000000000,10.800000000000001,87.099999999999994, , , , , , 
ISU RESEARCH FARMS,AEA,F FIELDS (F1-F5)-390790,11-22-2024,9,-93.778847999999996,42.021467999999999,6.600000000000000,6.900000000000000,5.300000000000000,56.000000000000000, , ,150.000000000000000, ,2.000000000000000,22.500000000000000,3492.000000000000000,451.000000000000000, ,4.400000000000000,1.700000000000000,16.399999999999999,77.500000000000000, , , , , , 
ISU RESEARCH FARMS,AEA,F FIELDS (F1-F5)-390790,11-22-2024,10,-93.777631999999997,42.021484000000001,7.500000000000000,7.300000000000000,4.000000000000000,38.000000000000000, , ,151.000000000000000, ,2.000000000000000,35.299999999999997,6357.000000000000000,380.000000000000000, ,0.000000000000000,1.100000000000000,8.800000000000001,90.099999999999994, , , , , , 
ISU RESEARCH FARMS,AEA,G-390791,11-22-2024,1,-93.770928999999995,42.022390000000001,7.600000000000000,7.300000000000000,5.200000000000000,30.000000000000000, , ,154.000000000000000, ,3.000000000000000,37.899999999999999,6845.000000000000000,401.000000000000000, ,0.000000000000000,1.000000000000000,8.699999999999999,90.299999999999997, , , , , , 
ISU RESEARCH FARMS,AEA,G-390791,11-22-2024,2,-93.769822000000005,42.022390000000001,7.500000000000000,7.300000000000000,4.200000000000000,16.000000000000000, , ,152.000000000000000, ,3.000000000000000,30.899999999999999,5341.000000000000000,461.000000000000000, ,0.000000000000000,1.300000000000000,12.199999999999999,86.500000000000000, , , , , , 
ISU RESEARCH FARMS,AEA,G-390791,11-22-2024,3,-93.768715000000000,42.022390000000001,6.300000000000000,6.700000000000000,2.900000000000000,15.000000000000000, , ,138.000000000000000, ,2.000000000000000,17.899999999999999,2563.000000000000000,210.000000000000000, ,16.800000000000001,2.000000000000000,9.600000000000000,71.599999999999994, , , , , , 
ISU RESEARCH FARMS,AEA,G-390791,11-22-2024,4,-93.767606999999998,42.022390000000001,6.200000000000000,6.800000000000000,2.800000000000000,10.000000000000000, , ,145.000000000000000, ,2.000000000000000,15.800000000000001,2352.000000000000000,209.000000000000000, ,12.600000000000000,2.300000000000000,10.800000000000001,74.200000000000003, , , , , , 
ISU RESEARCH FARMS,BASS,BASS-390811,11-20-2024,1,-93.783434000000000,42.022025999999997,5.700000000000000,6.200000000000000,4.800000000000000,8.000000000000000, , ,110.000000000000000, ,2.000000000000000,26.399999999999999,3018.000000000000000,364.000000000000000, ,30.399999999999999,1.100000000000000,11.300000000000001,57.299999999999997, , , , , , 
ISU RESEARCH FARMS,BASS,BASS-390811,11-20-2024,2,-93.782932000000002,42.021121999999998,7.400000000000000,7.200000000000000,3.200000000000000,14.000000000000000, , ,123.000000000000000, ,2.000000000000000,19.199999999999999,3035.000000000000000,448.000000000000000, ,0.000000000000000,1.600000000000000,19.199999999999999,79.200000000000003, , , , , , 
ISU RESEARCH FARMS,BASS,BASS-390811,11-20-2024,3,-93.782584999999997,42.020310000000002,5.800000000000000,6.400000000000000,4.500000000000000,48.000000000000000, , ,134.000000000000000, ,29.000000000000000,23.199999999999999,2810.000000000000000,348.000000000000000, ,25.800000000000001,1.500000000000000,12.300000000000001,60.399999999999999, , , , , , 
ISU RESEARCH FARMS,BASS,BASS-390811,11-20-2024,4,-93.782584999999997,42.019350000000003,5.600000000000000,6.300000000000000,4.200000000000000,23.000000000000000, , ,96.000000000000000, ,9.000000000000000,21.399999999999999,2339.000000000000000,304.000000000000000, ,32.700000000000003,1.100000000000000,11.600000000000000,54.600000000000001, , , , , , 
ISU RESEARCH FARMS,BASS,BASS-390811,11-20-2024,5,-93.782584999999997,42.018391000000001,5.400000000000000,6.400000000000000,3.000000000000000,64.000000000000000, , ,132.000000000000000, ,11.000000000000000,17.500000000000000,1836.000000000000000,236.000000000000000, ,34.399999999999999,1.900000000000000,11.100000000000000,52.600000000000001, , , , , , 
ISU RESEARCH FARMS,BASS,BASS-390811,11-20-2024,6,-93.782584999999997,42.017431999999999,6.500000000000000,6.900000000000000,5.100000000000000,13.000000000000000, , ,120.000000000000000, ,3.000000000000000,25.899999999999999,4133.000000000000000,477.000000000000000, ,3.900000000000000,1.200000000000000,15.100000000000000,79.799999999999997, , , , , , 
ISU RESEARCH FARMS,BASS,BASS-390811,11-20-2024,7,-93.782584999999997,42.016472000000000,5.700000000000000,6.400000000000000,3.200000000000000,12.000000000000000, , ,118.000000000000000, ,5.000000000000000,18.500000000000000,2004.000000000000000,268.000000000000000, ,32.399999999999999,1.600000000000000,11.900000000000000,54.100000000000001, , , , , , 
ISU RESEARCH FARMS,BASS,BASS-390811,11-20-2024,8,-93.783692000000002,42.016472000000000,5.600000000000000,6.300000000000000,3.000000000000000,34.000000000000000, , ,175.000000000000000, ,4.000000000000000,18.500000000000000,1820.000000000000000,242.000000000000000, ,37.799999999999997,2.400000000000000,10.699999999999999,49.100000000000001, , , , , , 
ISU RESEARCH FARMS,BASS,BASS-390811,11-20-2024,9,-93.783692000000002,42.017431999999999,5.400000000000000,6.100000000000000,3.200000000000000,12.000000000000000, , ,124.000000000000000, ,3.000000000000000,19.600000000000001,1711.000000000000000,205.000000000000000, ,46.000000000000000,1.600000000000000,8.600000000000000,43.799999999999997, , , , , , 
ISU RESEARCH FARMS,BASS,BASS-390811,11-20-2024,10,-93.783692000000002,42.018391000000001,5.300000000000000,6.300000000000000,2.500000000000000,14.000000000000000, , ,121.000000000000000, ,5.000000000000000,15.400000000000000,1338.000000000000000,169.000000000000000, ,45.500000000000000,2.000000000000000,9.000000000000000,43.500000000000000, , , , , , 
ISU RESEARCH FARMS,BASS,BASS-390811,11-20-2024,11,-93.783692000000002,42.019350000000003,5.500000000000000,6.300000000000000,3.000000000000000,13.000000000000000, , ,133.000000000000000, ,4.000000000000000,17.899999999999999,1763.000000000000000,218.000000000000000, ,39.000000000000000,1.900000000000000,10.000000000000000,49.100000000000001, , , , , , 
ISU RESEARCH FARMS,BASS,BASS-390811,11-20-2024,12,-93.783692000000002,42.020310000000002,5.400000000000000,6.500000000000000,2.700000000000000,16.000000000000000, , ,134.000000000000000, ,3.000000000000000,15.300000000000001,1653.000000000000000,201.000000000000000, ,32.799999999999997,2.300000000000000,10.800000000000001,54.200000000000003, , , , , , 
ISU RESEARCH FARMS,BASS,BASS-390811,11-20-2024,13,-93.784800000000004,42.020310000000002,5.500000000000000,6.300000000000000,3.400000000000000,22.000000000000000, , ,163.000000000000000, ,3.000000000000000,19.199999999999999,1996.000000000000000,214.000000000000000, ,36.500000000000000,2.200000000000000,9.199999999999999,52.100000000000001, , , , , , 
ISU RESEARCH FARMS,BASS,BASS-390811,11-20-2024,14,-93.784800000000004,42.019350000000003,5.300000000000000,6.300000000000000,2.700000000000000,10.000000000000000, , ,132.000000000000000, ,2.000000000000000,17.100000000000001,1600.000000000000000,212.000000000000000, ,41.000000000000000,2.000000000000000,10.199999999999999,46.799999999999997, , , , , , 
ISU RESEARCH FARMS,BASS,BASS-390811,11-20-2024,15,-93.784813000000000,42.018344999999997,5.200000000000000,6.200000000000000,3.300000000000000,22.000000000000000, , ,155.000000000000000, ,5.000000000000000,19.600000000000001,1844.000000000000000,236.000000000000000, ,40.899999999999999,2.000000000000000,9.900000000000000,47.200000000000003, , , , , , 
ISU RESEARCH FARMS,BASS,BASS-390811,11-20-2024,16,-93.784822000000005,42.017249999999997,5.000000000000000,6.000000000000000,3.200000000000000,24.000000000000000, , ,131.000000000000000, ,2.000000000000000,19.899999999999999,1587.000000000000000,197.000000000000000, ,50.299999999999997,1.700000000000000,8.100000000000000,39.899999999999999, , , , , , 
ISU RESEARCH FARMS,BASS,BASS-390811,11-20-2024,17,-93.784800000000004,42.016472000000000,5.200000000000000,6.100000000000000,3.300000000000000,35.000000000000000, , ,169.000000000000000, ,2.000000000000000,20.100000000000001,1771.000000000000000,216.000000000000000, ,44.899999999999999,2.200000000000000,8.800000000000001,44.100000000000001, , , , , , 
ISU RESEARCH FARMS,BASS,BASS-390811,11-20-2024,18,-93.785906999999995,42.016472000000000,6.500000000000000,6.900000000000000,4.200000000000000,33.000000000000000, , ,186.000000000000000, ,4.000000000000000,23.399999999999999,3515.000000000000000,527.000000000000000, ,4.300000000000000,2.000000000000000,18.500000000000000,75.200000000000003, , , , , , 
ISU RESEARCH FARMS,BASS,BASS-390811,11-20-2024,19,-93.785906999999995,42.017431999999999,5.600000000000000,6.400000000000000,3.800000000000000,28.000000000000000, , ,165.000000000000000, ,3.000000000000000,20.500000000000000,2341.000000000000000,292.000000000000000, ,29.199999999999999,2.100000000000000,11.699999999999999,57.000000000000000, , , , , , 
ISU RESEARCH FARMS,BASS,BASS-390811,11-20-2024,20,-93.785906999999995,42.018391000000001,5.800000000000000,6.500000000000000,3.100000000000000,24.000000000000000, , ,144.000000000000000, ,4.000000000000000,17.100000000000001,2018.000000000000000,199.000000000000000, ,29.300000000000001,2.200000000000000,9.500000000000000,59.000000000000000, , , , , , 
ISU RESEARCH FARMS,BASS,BASS-390811,11-20-2024,21,-93.785970000000006,42.019232000000002,6.000000000000000,6.500000000000000,4.500000000000000,32.000000000000000, , ,159.000000000000000, ,3.000000000000000,23.800000000000001,3053.000000000000000,381.000000000000000, ,21.000000000000000,1.700000000000000,13.100000000000000,64.200000000000003, , , , , , 
ISU RESEARCH FARMS,BASS,BASS-390811,11-20-2024,22,-93.785906999999995,42.020310000000002,5.700000000000000,6.600000000000000,2.600000000000000,34.000000000000000, , ,156.000000000000000, ,2.000000000000000,14.600000000000000,1734.000000000000000,189.000000000000000, ,27.399999999999999,2.700000000000000,10.600000000000000,59.299999999999997, , , , , , 
ISU RESEARCH FARMS,BRUNER,B1-390812,11-20-2024,1,-93.732504000000006,42.015039000000002,6.100000000000000,6.800000000000000,2.800000000000000,12.000000000000000, , ,118.000000000000000, ,4.000000000000000,16.300000000000001,2350.000000000000000,271.000000000000000, ,12.300000000000001,1.900000000000000,13.600000000000000,72.200000000000003, , , , , , 
ISU RESEARCH FARMS,BRUNER,B1-390812,11-20-2024,2,-93.732504000000006,42.014133999999999,5.600000000000000,6.400000000000000,3.600000000000000,23.000000000000000, , ,138.000000000000000, ,4.000000000000000,19.399999999999999,2217.000000000000000,238.000000000000000, ,30.899999999999999,1.800000000000000,10.100000000000000,57.200000000000003, , , , , , 
ISU RESEARCH FARMS,BRUNER,B1-390812,11-20-2024,3,-93.732504000000006,42.013227999999998,5.400000000000000,6.300000000000000,3.400000000000000,20.000000000000000, , ,118.000000000000000, ,3.000000000000000,20.199999999999999,2187.000000000000000,241.000000000000000, ,34.600000000000001,1.500000000000000,9.800000000000001,54.100000000000001, , , , , , 
ISU RESEARCH FARMS,BRUNER,B1-390812,11-20-2024,4,-93.732504000000006,42.012323000000002,6.200000000000000,6.800000000000000,3.700000000000000,37.000000000000000, , ,143.000000000000000, ,6.000000000000000,21.800000000000001,3290.000000000000000,360.000000000000000, ,9.199999999999999,1.700000000000000,13.600000000000000,75.599999999999994, , , , , , 
ISU RESEARCH FARMS,BRUNER,B1-390812,11-20-2024,5,-93.732504000000006,42.011417000000002,6.200000000000000,6.900000000000000,3.200000000000000,13.000000000000000, , ,117.000000000000000, ,3.000000000000000,16.100000000000001,2512.000000000000000,275.000000000000000, ,6.200000000000000,1.900000000000000,14.000000000000000,77.900000000000006, , , , , , 
ISU RESEARCH FARMS,BRUNER,B1-390812,11-20-2024,6,-93.732504000000006,42.010511999999999,6.000000000000000,6.500000000000000,4.300000000000000,24.000000000000000, , ,152.000000000000000, ,3.000000000000000,27.199999999999999,3630.000000000000000,446.000000000000000, ,18.399999999999999,1.400000000000000,13.400000000000000,66.700000000000003, , , , , , 
ISU RESEARCH FARMS,BRUNER,B2-390813,11-20-2024,1,-93.728746999999998,42.009265999999997,5.900000000000000,6.500000000000000,4.000000000000000,10.000000000000000, , ,107.000000000000000, ,3.000000000000000,23.199999999999999,2852.000000000000000,450.000000000000000, ,21.500000000000000,1.200000000000000,15.900000000000000,61.399999999999999, , , , , , 
ISU RESEARCH FARMS,BRUNER,B2-390813,11-20-2024,2,-93.728746999999998,42.010145000000001,5.900000000000000,6.500000000000000,4.200000000000000,17.000000000000000, , ,122.000000000000000, ,4.000000000000000,26.600000000000001,3412.000000000000000,519.000000000000000, ,18.800000000000001,1.200000000000000,16.000000000000000,64.099999999999994, , , , , , 
ISU RESEARCH FARMS,BRUNER,B2-390813,11-20-2024,3,-93.728746999999998,42.011023000000002,6.600000000000000,6.900000000000000,5.100000000000000,30.000000000000000, , ,155.000000000000000, ,3.000000000000000,27.899999999999999,4530.000000000000000,473.000000000000000, ,3.600000000000000,1.400000000000000,13.900000000000000,81.099999999999994, , , , , , 
ISU RESEARCH FARMS,BRUNER,B2-390813,11-20-2024,4,-93.728746999999998,42.011901000000002,6.000000000000000,6.700000000000000,3.400000000000000,13.000000000000000, , ,115.000000000000000, ,3.000000000000000,17.800000000000001,2402.000000000000000,306.000000000000000, ,16.800000000000001,1.700000000000000,14.100000000000000,67.400000000000006, , , , , , 
ISU RESEARCH FARMS,BRUNER,B2-390813,11-20-2024,5,-93.728746999999998,42.012779999999999,5.700000000000000,6.400000000000000,3.400000000000000,19.000000000000000, , ,137.000000000000000, ,2.000000000000000,20.199999999999999,2312.000000000000000,274.000000000000000, ,29.800000000000001,1.700000000000000,11.100000000000000,57.299999999999997, , , , , , 
ISU RESEARCH FARMS,BRUNER,B2-390813,11-20-2024,6,-93.728746999999998,42.013658000000000,6.100000000000000,6.600000000000000,4.900000000000000,33.000000000000000, , ,167.000000000000000, ,3.000000000000000,26.500000000000000,3805.000000000000000,377.000000000000000, ,15.100000000000000,1.600000000000000,11.600000000000000,71.700000000000003, , , , , , 
ISU RESEARCH FARMS,BRUNER,B2-390813,11-20-2024,7,-93.728746999999998,42.014536999999997,6.100000000000000,6.700000000000000,3.000000000000000,11.000000000000000, , ,111.000000000000000, ,3.000000000000000,16.199999999999999,2168.000000000000000,249.000000000000000, ,18.600000000000001,1.800000000000000,12.600000000000000,67.099999999999994, , , , , , 
ISU RESEARCH FARMS,BRUNER,B2-390813,11-20-2024,8,-93.728746999999998,42.015414999999997,6.000000000000000,6.700000000000000,2.800000000000000,14.000000000000000, , ,114.000000000000000, ,2.000000000000000,18.300000000000001,2531.000000000000000,282.000000000000000, ,16.399999999999999,1.600000000000000,12.699999999999999,69.299999999999997, , , , , , 
ISU RESEARCH FARMS,BRUNER,B3-B4-390814,11-20-2024,1,-93.732472999999999,42.009807000000002,6.500000000000000,6.900000000000000,4.600000000000000,11.000000000000000, , ,123.000000000000000, ,4.000000000000000,24.100000000000001,3791.000000000000000,469.000000000000000, ,4.100000000000000,1.300000000000000,15.900000000000000,78.599999999999994, , , , , , 
ISU RESEARCH FARMS,BRUNER,B3-B4-390814,11-20-2024,2,-93.732472999999999,42.009422999999998,6.800000000000000,7.200000000000000,4.800000000000000,22.000000000000000, , ,127.000000000000000, ,7.000000000000000,25.600000000000001,4163.000000000000000,549.000000000000000, ,0.000000000000000,1.300000000000000,17.600000000000001,81.200000000000003, , , , , , 
ISU RESEARCH FARMS,BRUNER,B3-B4-390814,11-20-2024,3,-93.732472999999999,42.009037999999997,7.400000000000000,7.200000000000000,4.400000000000000,37.000000000000000, , ,159.000000000000000, ,10.000000000000000,25.899999999999999,4169.000000000000000,564.000000000000000, ,0.000000000000000,1.600000000000000,17.899999999999999,80.599999999999994, , , , , , 
ISU RESEARCH FARMS,BRUNER,C1-390815,11-20-2024,1,-93.733756999999997,42.011291999999997,6.200000000000000,6.700000000000000,3.700000000000000,16.000000000000000, , ,140.000000000000000, ,2.000000000000000,20.699999999999999,2952.000000000000000,311.000000000000000, ,14.500000000000000,1.700000000000000,12.300000000000001,71.400000000000006, , , , , , 
ISU RESEARCH FARMS,BRUNER,C1-390815,11-20-2024,2,-93.733756999999997,42.012197999999998,5.700000000000000,6.400000000000000,4.100000000000000,21.000000000000000, , ,154.000000000000000, ,3.000000000000000,22.000000000000000,2645.000000000000000,287.000000000000000, ,27.300000000000001,1.800000000000000,10.699999999999999,60.200000000000003, , , , , , 
ISU RESEARCH FARMS,BRUNER,C1-390815,11-20-2024,3,-93.733756999999997,42.013103000000001,5.600000000000000,6.600000000000000,2.200000000000000,7.000000000000000, , ,115.000000000000000, ,3.000000000000000,14.400000000000000,1686.000000000000000,200.000000000000000, ,27.800000000000001,2.100000000000000,11.400000000000000,58.700000000000003, , , , , , 
ISU RESEARCH FARMS,BRUNER,C1-390815,11-20-2024,4,-93.734900999999994,42.013103000000001,5.900000000000000,6.800000000000000,2.100000000000000,6.000000000000000, , ,109.000000000000000, ,3.000000000000000,12.800000000000001,1697.000000000000000,244.000000000000000, ,15.699999999999999,2.200000000000000,15.699999999999999,66.500000000000000, , , , , , 
ISU RESEARCH FARMS,BRUNER,C1-390815,11-20-2024,5,-93.734900999999994,42.012197999999998,5.700000000000000,6.500000000000000,3.600000000000000,30.000000000000000, , ,174.000000000000000, ,2.000000000000000,19.500000000000000,2382.000000000000000,266.000000000000000, ,25.600000000000001,2.300000000000000,11.199999999999999,61.000000000000000, , , , , , 
ISU RESEARCH FARMS,BRUNER,C1-390815,11-20-2024,6,-93.734900999999994,42.011291999999997,6.800000000000000,7.000000000000000,4.400000000000000,21.000000000000000, , ,176.000000000000000, ,3.000000000000000,25.699999999999999,4228.000000000000000,499.000000000000000, ,0.000000000000000,1.800000000000000,15.900000000000000,82.299999999999997, , , , , , 
ISU RESEARCH FARMS,AEA,D1-390816,11-20-2024,1,-93.733879999999999,42.015281000000002,7.500000000000000,7.300000000000000,6.600000000000000,24.000000000000000, , ,209.000000000000000, ,5.000000000000000,49.399999999999999,9126.000000000000000,389.000000000000000, ,0.000000000000000,1.100000000000000,6.500000000000000,92.500000000000000, , , , , , 
ISU RESEARCH FARMS,AEA,D1-390816,11-20-2024,2,-93.734950999999995,42.015281000000002,5.800000000000000,6.600000000000000,4.200000000000000,21.000000000000000, , ,144.000000000000000, ,6.000000000000000,25.600000000000001,3627.000000000000000,377.000000000000000, ,15.600000000000000,1.400000000000000,12.100000000000000,70.900000000000006, , , , , , 
ISU RESEARCH FARMS,AEA,D1-390816,11-20-2024,3,-93.736022000000006,42.015281000000002,5.800000000000000,6.600000000000000,2.500000000000000,8.000000000000000, , ,101.000000000000000, ,6.000000000000000,16.800000000000001,2074.000000000000000,262.000000000000000, ,23.800000000000001,1.500000000000000,12.800000000000001,61.799999999999997, , , , , , 
ISU RESEARCH FARMS,AEA,D1-390816,11-20-2024,4,-93.737093999999999,42.015281000000002,7.400000000000000,7.200000000000000,3.100000000000000,14.000000000000000, , ,120.000000000000000, ,4.000000000000000,20.600000000000001,3513.000000000000000,335.000000000000000, ,0.000000000000000,1.500000000000000,13.300000000000001,85.200000000000003, , , , , , 
ISU RESEARCH FARMS,AEA,D1-390816,11-20-2024,5,-93.737093999999999,42.014240000000001,6.200000000000000,6.700000000000000,3.100000000000000,13.000000000000000, , ,126.000000000000000, ,2.000000000000000,17.899999999999999,2446.000000000000000,286.000000000000000, ,16.800000000000001,1.800000000000000,13.100000000000000,68.299999999999997, , , , , , 
ISU RESEARCH FARMS,AEA,D1-390816,11-20-2024,6,-93.737093999999999,42.013199999999998,6.100000000000000,6.800000000000000,2.400000000000000,8.000000000000000, , ,133.000000000000000, ,6.000000000000000,14.199999999999999,1978.000000000000000,246.000000000000000, ,14.000000000000000,2.400000000000000,14.199999999999999,69.400000000000006, , , , , , 
ISU RESEARCH FARMS,AEA,D1-390816,11-20-2024,7,-93.736022000000006,42.013199999999998,5.500000000000000,6.500000000000000,2.800000000000000,10.000000000000000, , ,128.000000000000000, ,3.000000000000000,16.699999999999999,1912.000000000000000,219.000000000000000, ,30.000000000000000,2.000000000000000,10.800000000000001,57.299999999999997, , , , , , 
ISU RESEARCH FARMS,AEA,D1-390816,11-20-2024,8,-93.736022000000006,42.014240000000001,5.600000000000000,6.400000000000000,3.700000000000000,20.000000000000000, , ,136.000000000000000, ,10.000000000000000,21.500000000000000,2561.000000000000000,291.000000000000000, ,27.899999999999999,1.600000000000000,11.100000000000000,59.500000000000000, , , , , , 
ISU RESEARCH FARMS,AEA,D1-390816,11-20-2024,9,-93.734950999999995,42.014240000000001,5.500000000000000,6.300000000000000,3.100000000000000,11.000000000000000, , ,102.000000000000000, ,5.000000000000000,19.699999999999999,2126.000000000000000,220.000000000000000, ,35.500000000000000,1.300000000000000,9.199999999999999,54.000000000000000, , , , , , 
ISU RESEARCH FARMS,BRUNER,E1-390817,11-16-2024,1,-93.736009999999993,42.009470999999998,6.000000000000000,6.700000000000000,4.400000000000000,27.000000000000000, , ,160.000000000000000, ,3.000000000000000,27.300000000000001,3819.000000000000000,583.000000000000000, ,11.000000000000000,1.500000000000000,17.500000000000000,70.000000000000000, , , , , , 
ISU RESEARCH FARMS,BRUNER,E1-390817,11-16-2024,2,-93.736959999999996,42.009470999999998,7.700000000000000,7.400000000000000,4.600000000000000,26.000000000000000, , ,155.000000000000000, ,4.000000000000000,34.200000000000003,6137.000000000000000,386.000000000000000, ,0.000000000000000,1.200000000000000,9.199999999999999,89.599999999999994, , , , , , 
ISU RESEARCH FARMS,BRUNER,E1-390817,11-16-2024,3,-93.736959999999996,42.010708999999999,7.000000000000000,7.200000000000000,3.600000000000000,22.000000000000000, , ,116.000000000000000, ,4.000000000000000,26.199999999999999,4393.000000000000000,476.000000000000000, ,0.000000000000000,1.100000000000000,14.900000000000000,84.000000000000000, , , , , , 
ISU RESEARCH FARMS,BRUNER,E1-390817,11-16-2024,4,-93.736959999999996,42.011947999999997,7.700000000000000,7.400000000000000,7.000000000000000,33.000000000000000, , ,154.000000000000000, ,4.000000000000000,68.400000000000006,12900.000000000000000,429.000000000000000, ,0.000000000000000,0.600000000000000,5.100000000000000,94.299999999999997, , , , , , 
ISU RESEARCH FARMS,BRUNER,E1-390817,11-16-2024,5,-93.736009999999993,42.011947999999997,7.800000000000000,7.400000000000000,3.900000000000000,18.000000000000000, , ,126.000000000000000, ,5.000000000000000,38.399999999999999,7129.000000000000000,301.000000000000000, ,0.000000000000000,0.800000000000000,6.400000000000000,92.700000000000003, , , , , , 
ISU RESEARCH FARMS,BRUNER,E1-390817,11-16-2024,6,-93.736009999999993,42.010708999999999,5.600000000000000,6.400000000000000,3.300000000000000,19.000000000000000, , ,127.000000000000000, ,4.000000000000000,22.199999999999999,2659.000000000000000,319.000000000000000, ,27.000000000000000,1.500000000000000,11.800000000000001,59.799999999999997, , , , , , 
